	Unnamed: 0	Link	Title	Text	Terms	Topics
0	0	http://www.breitbart.com/big-government/2016/11/03/trump-clinton-planes-meet-tarmac-north-carolina/	Trump, Clinton Planes Face Off on Tarmac in North Carolina	"MORRISVILLE, North Carolina -- The presidential campaign airplanes for Democratic nominee Hillary Clinton and Republican nominee Donald Trump docked at nearly the same time at Raleigh-Durham International Airport on Thursday evening, surprising crews and passengers on both aircraft.SIGN UP FOR OUR NEWSLETTERThe two candidates did not physically meet, but their motorcades faced each other on the tarmac.Clinton's plane, emblazoned with her ""Stronger Together"" slogan, arrived first and parked near the Signature Flight Services facility.Trump's press plane, with the ""Make America Great Again"" slogan pained along the fuselage, arrived next, followed by Trump's own plane. Both were brought to a stop on the adjacent side of the Signature facility.Hillary Clinton's motorcade left first. It consisted of several police motorcycles and cars, several SUVs, several vans, and several full-size buses. Donald Trump's motorcade -- significantly smaller, with police vehicles, several SUVs, and two small buses -- paused to allow them to pass.Members of the traveling press, amused, took video and photographs.Clinton headed to a rally in Raleigh, where she was to appear with her former rival from the Democratic primary, Sen. Bernie Sanders (I-VT), along with entertainer Pharell Williams. Trump headed to a rally in Selma. It was the second North Carolina rally of the day for both candidates.The race in the Tar Heel State is essentially tied, with Trump holding a slim 0.2% lead in the RealClearPolitics poll average. Barack Obama won the state in 2008 -- the only time it had been own by a Democrat since 1976 -- but Mitt Romney won it in 2012.North Carolina has 15 Electoral College votes, making it one of the most important swing states in the 2016 presidential election.Joel B. Pollak is Senior Editor-at-Large at Breitbart News. His new book, See No Evil: 19 Hard Truths the Left Can't Handle, is available from Regnery through Amazon. Follow him on Twitter at @joelpollak.SIGN UP"	['Sanders', 'Clinton', 'Trump', 'Romney', 'Williams', 'Obama']	[]
1	1	http://www.breitbart.com/2016-presidential-race/2016/11/03/ted-cruz-in-iowa-im-here-campaigning-for-donald-trump-for-mike-pence/	Ted Cruz in Iowa: ‘I’m Here Campaigning for Donald Trump, for Mike Pence’	"DES MOINES, Iowa -- Senator Ted Cruz campaigned for the Trump-Pence ticket at an Iowa farm rally on Thursday alongside Republican vice presidential nominee Gov. Mike Pence, Sen. Chuck Grassley, and Rep. Steve King. Pence and Cruz held a small press conference before boarding the campaign plane for a rally in Portage, Michigan.SIGN UP FOR OUR NEWSLETTERMedia reporting on former 2016 presidential candidate Cruz's speech at the event honed in on an absence of the explicit use of the name of Republican presidential nominee Donald Trump. What Cruz did say, in part, was, ""If you care about the Constitution and the Bill of Rights, if you care about free speech and religious liberty and the Second Amendment, then this election, putting a Republican in the White House and keeping a Republican Senate, is the whole enchilada. We are one liberal [Supreme Court] Justice away from losing our constitutional rights.""At a small joint press event with Pence and Cruz after the rally and just outside the Trump-Pence plane, Cruz made the following comments when asked about whether he was excited for Trump to become president:I'm here campaigning for Donald Trump, for Mike Pence.I recognize some of you guys are wanting to write stories suggesting divisions among Republicans. I'll make a point, I'm getting ready to get on a gigantic airplane that has Donald Trump's name painted on the side of it.On Monday of this week I voted for Donald Trump. I voted for Mike Pence and I'll tell you, we're just a few days away from election day and I'm doing everything I can to defeat Hillary Clinton. Hillary Clinton would be an absolute disaster as president. I'm doing everything I can to keep a Republican majority in the Senate.As Mike pointed out I think there are many issues front and center in this election, but none is more important than the U.S. Supreme Court.Pence endorsed Cruz in the Republican presidential primary, just before the Indiana primary election. Cruz was the closest competitor to Trump in the race for the Republican presidential nomination. Pence was later chosen as Trump's running mate. Cruz spoke at the Republican National Convention where Trump and Pence officially accepted their party's nomination. He did not endorse Trump at the time, but later, after Trump expanded his list of potential nominees to the U.S. Supreme Court -- which included Cruz friend Sen. Mike Lee -- Cruz endorsed Trump.Follow Michelle Moons on Twitter @MichelleDiana I'm here campaigning for Donald Trump, for Mike Pence.
I recognize some of you guys are wanting to write stories suggesting divisions among Republicans. I'll make a point, I'm getting ready to get on a gigantic airplane that has Donald Trump's name painted on the side of it.
var _ndnq = _ndnq || []; _ndnq.push([""embed""]);On Monday of this week I voted for Donald Trump. I voted for Mike Pence and I'll tell you, we're just a few days away from election day and I'm doing everything I can to defeat Hillary Clinton. Hillary Clinton would be an absolute disaster as president. I'm doing everything I can to keep a Republican majority in the Senate.
As Mike pointed out I think there are many issues front and center in this election, but none is more important than the U.S. Supreme Court.SIGN UP"	['Pence', 'Cruz', 'Clinton', 'Trump']	[]
2	2	http://www.breitbart.com/2016-presidential-race/2016/11/03/exclusive-ivanka-trump-touts-school-choice-one-size-fits-washington-d-c-approach-education-not-working/	EXCLUSIVE– Ivanka Trump Touts School Choice: ‘This One Size Fits All, Washington, D.C. Down Approach to Education’ Not Working	"MANCHESTER, New Hampshire -- Donald Trump's daughter Ivanka Trump is visiting charter and public schools across the country in several swing states as she campaigns for her father, promoting his vision of an improved education system through school choice for students throughout the nation.SIGN UP FOR OUR NEWSLETTER""For me, one of the great experiences I've had through this process is an ability to learn,"" she told Breitbart News during an exclusive interview at The Founders Academy, a charter school in Manchester, New Hampshire on Thursday. ""It's been incredibly mind-expanding. I'm deeply passionate about education as a parent, but [also] as a citizen."".@IvankaTrump met w/ students at The Founders Academy in NH, & chatted about science & reading. @BreitbartNews Pic via @kellyalove pic.twitter.com/VSI2o3q8nZ-- Alex Swoyer, esq. (@ASwoyer) November 3, 2016""This is our country's future and the foundation for the next generation often starts in our schools,"" she stressed. ""For me, it's been a great experience to be able to travel the country and see the best in class examples happening in the states.""Ivanka has visited schools in Colorado, Florida, North Carolina, and New Hampshire over the course of several months.What an inspiring visit today at the Liberty Common School with some of the best and brightest in CO @IvankaTrump pic.twitter.com/V2is2mlpNh-- Kelly Love (@kellyalove) September 22, 2016Donald Trump's daughter @IvankaTrump listening to parents and educators concerns in North Carolina.  pic.twitter.com/OQsrnXbNLp-- Jennifer Lawrence (@JenLawrence21) November 2, 2016.@IvankaTrump joins students in a science lab at the Founders Academy. pic.twitter.com/q9kPPCN4Ou-- Bernice Corpuz (@BerniceWBZ) November 3, 2016""There's so many great things being done,"" she explained, as she praised the teachers, but stressed the need to give them the freedom to teach students in the best way possible, adding:There's so many great teachers. There's so many great innovators in the field of education. And sadly, not all students have access or ability to be part of those systems. When you look at the cost per pupil in the United States of America and you compare that to the efficacy and the preparedness for life outside of school and how our students are performing relative to their peers around the globe, we're not where we should be by a long shot. It's not for a lack of teachers, but a big part of the issue is this one size fits all, Washington, D.C. down approach to education.""Teachers and faculty are some of the most frustrated because they know what works for their students,"" she explained about concerns she has heard.Ivanka continued:They know what works in their communities. They want the flexibility to be able to teach in a tailored, customized way that will excite their classes and the very formulaic approach is failing our students, so my father has been a huge proponent of repealing Common Core and that message has been popular with people across this country because they see it failing within their communities, with their kids and their neighbors.As part of her father's education plan, a federal investment of $20 billion will go towards school choice. His plan provides the states with the option to have the money available to children who can attend either a public or private school.""Distribution of this grant will favor states that have private school choice, magnet schools, and charter laws, encouraging them to participate,"" Trump's education policy details on his website..@IvankaTrump met w/ students at The Founders Academy in NH, & chatted about science & reading. @BreitbartNews Pic via @kellyalove pic.twitter.com/VSI2o3q8nZ
-- Alex Swoyer, esq. (@ASwoyer) November 3, 2016What an inspiring visit today at the Liberty Common School with some of the best and brightest in CO @IvankaTrump pic.twitter.com/V2is2mlpNh
-- Kelly Love (@kellyalove) September 22, 2016var _ndnq = _ndnq || []; _ndnq.push([""embed""]);Donald Trump's daughter @IvankaTrump listening to parents and educators concerns in North Carolina.  pic.twitter.com/OQsrnXbNLp
-- Jennifer Lawrence (@JenLawrence21) November 2, 2016.@IvankaTrump joins students in a science lab at the Founders Academy. pic.twitter.com/q9kPPCN4Ou
-- Bernice Corpuz (@BerniceWBZ) November 3, 2016There's so many great teachers. There's so many great innovators in the field of education. And sadly, not all students have access or ability to be part of those systems. When you look at the cost per pupil in the United States of America and you compare that to the efficacy and the preparedness for life outside of school and how our students are performing relative to their peers around the globe, we're not where we should be by a long shot. It's not for a lack of teachers, but a big part of the issue is this one size fits all, Washington, D.C. down approach to education.They know what works in their communities. They want the flexibility to be able to teach in a tailored, customized way that will excite their classes and the very formulaic approach is failing our students, so my father has been a huge proponent of repealing Common Core and that message has been popular with people across this country because they see it failing within their communities, with their kids and their neighbors.SIGN UP"	['Love', 'Trump', 'Lawrence']	[]
3	3	http://www.breitbart.com/jerusalem/2016/11/03/internal-communication-discloses-morale-islamic-state-troops-battle-mosul/	EXCLUSIVE – Internal Islamic State Communications During Mosul Battle: ‘I Can Smell Heaven Already!’	"Breitbart Jerusalem has obtained rare access to the internal communications of Islamic State fighters speaking about the battle of Mosul.SIGN UP FOR OUR NEWSLETTERIn conversations on the encrypted messaging app Telegram, the fighters said they were bracing for a long and protracted battle.On the messaging app, Abu Jaafar Alshami wrote: ""Our brothers and loved ones, thank Allah, torture the enemies of Allah, the Peshmargas [Kurdish militiamen] and the Shi'ites and all those who support them - the Americans, the French, the Poles, and others. They're all cracking up under the pounding of your brothers near the border of the Welayat [region]."" He further gave updates about alleged victories in the outskirts of Mosul, where Iraqi forces admitted they met formidable resistance.Fighter Abu Talha Aljazrawi wrote: ""Thanks to Allah, we are confident in our sons the mujahideen. We are here deep inside the region of Ninveh, waiting impatiently for our turn to take part in jihad for Allah, the one and only. We swear in the name of Allah to parade the heads of the nonbelievers and Shi'ites in the center of Mosul. We're not afraid and won't let their airplanes frighten us. They have America on their side, we have Allah on ours.""The app user who goes by the name of Mossab Almuhajer resorted to Islamic theology: ""The speech of Allah does not allow the men of evil to defeat the believers. We set up Allah's faith on earth, but it is likely that Allah allowed evil to win because he wants to shame them, and wants to delay the victory of the believers to separate them [from the nonbelievers]... We promise you will find us tomorrow on the ramparts of Baghdad... You rely on the airplanes of the coalition, we are confident nothing can harm us, except what Allah has planned for us.""Usama Almaghrebi (""the Moroccan"") wrote: ""We left our countries to fight for the victory of Allah's faith... Our brothers in religion and faith... We've come here to fight for Allah and to fly his flag... I swear to Allah that we'll show them the strength they had never encountered... I swear to Allah that the battle will be a disaster for them and they'll be sorry for what they do... We may lose Mosul or other places, but rest assured that the Islamic State is going nowhere, and will return stronger than ever. Look at the mujahideen from all over the world pledging allegiance to our caliph,"" he said, alluding to reports in the pro-IS media that an Al-Qaeda affiliate in Africa pledged allegiance to IS and its leader Al Baghdadi.""Silencer"" wrote: ""I swear to Allah that we're preparing for their arrival and arming ourselves and waiting for them inside Mosul... Our brothers don't allow us to go to the frontline because there are enough mujahideen out there. We regret not being able to take part in the fighting, but we are waiting for them with our explosive belts and with our APVs filled with explosives, we're waiting for them to come to a battle that will go down in history.""""They falsely claim that they're advancing into the city in an attempt to boost morale among their troops, but they know that they're lying and that they sustained many losses, and that many more are to come deep in Mosul. We're ready and waiting for them. I swear to Allah that neither America nor any other country could help them. We will annihilate them. They will take Mosul only after all of us are killed in the name of Allah. The mujahideen are racing for places on the explosive car, they get on and shout: 'I can smell heaven already!' Can these people be defeated? No. I swear to Allah that the infidels will never defeat the believers.""SIGN UP"	[]	[]
4	4	http://www.breitbart.com/2016-presidential-race/2016/11/03/fishbowl-politics-reduces-donald-trump-polling-support/	Rigged Polls: Tests Show College Grads Conceal Support For Donald Trump	"A large percentage of college graduates are hiding their support for Donald Trump, according to test surveys of 309 college graduates conducted by Morning Consult. SIGN UP FOR OUR NEWSLETTERThat hidden support for Trump could be providing Hillary Clinton a false, 2-point advantage in election polls, according to the polling firm's results. The public's practice of hiding support for Trump comes as the Internet's expansion helps progressives identify and penalize the professionals and other white-collar Americans who privately champion conservative policies and ideas. Even high-status professionals, such as software designer Brendan Eich, have been exposed, outed and professionally harmed in his Internet-enabled era of ""fishbowl politics"" after angering peers who are progressives. The Morning Consult survey used two tests. One test quizzed 1,249 people in a phone interview, another test quizzed 825 people online via a computer. The combined survey reached 309 college graduates and 388 people with incomes above $50,000.Among the college graduates reached for the person-to-personal test, only 39 percent told pollsters they backed Trump. But Trump got 46 percent support from college graduates who participated in the online test. That means the two tests of 309 college graduates showed a 14-point switch from Clinton and Trump, so reducing an apparent 21-point support gap down to a seven-point support gap. This huge shift was repeated among the overlapping group of 388 voters who earn more than $50,000 per year. This group showed a 11-point shift away from Clinton and towards Trump. According to Morning Consult,On the phone, Trump trails Clinton by 10 points, 54 percent to 44 percent, among voters in households which earn more than $50,000. But in online surveys, Trump leads Clinton by 1 point, 50 percent to 49 percent, among those voters.This hidden support for Trump won't have a huge impact on national polls, says Morning Consult, because the 7 percent slice of college graduates only comprise 1 percent of the the nation's electorate. That two-point shift is ""not statistically significant,"" says the polling firm, which describes the threatened and intimidated Trump supporters with a condescending term, ""shy Trumpers.""The survey was done with Politico, which also dismissed the results, even though Politico acknowledged a real-world difference in average results from in-person polls and automatic polls. According to Politico, there is ""an emerging disparity in the public polling: Hillary Clinton leads Trump by 4 percentage points in national, live-interview phone polls, according to HuffPost Pollster's average as of Wednesday night -- but only by 2.6 points in online and automated phone polls.""The evidence of 'fishbowl politics' in national elections follows a long series of news stories about academics and other professionals being fired, stigmatized or punished for conserving ""classical liberal"" ideas about individual rights and free speech, amid progressive demands for imposed diversity, group rights and ""politically correct"" stigmatization of classical American ideas. Unlike companies, which use advertising, low prices and new products to win sales in a dog-eat-dog free market, professionals rely on friendships with other professionals to win contracts, clients and status. That makes professionals very vulnerable to threats and punishments from even a minority of their peers. Business executives at companies tend to downplay political disagreements because they tend to measure their personal success via the non-political measure of their company's collective profit-and-loss. But outside the dog-eat-dog of marketplace competition, some professionals choose to measure their success by advancing a progressive claim, especially if they have a very personal connection to the progressive claim. These fishbowl politics seem to be particularly prominent for people in government-funded universities. For example, a tenured professor at New York University was recently forced out out his job by his peers for challenging progressive hegemony at the university. According to the New York Post: An NYU professor crusading against political correctness and student coddling was booted from the classroom last week after his colleagues complained about his ""incivility,"" The Post has learned.Liberal studies prof Michael Rectenwald, 57, said he was forced Wednesday to go on paid leave for the rest of the semester.""They are actually pushing me out the door for having a different perspective,"" the academic told The Post.Rectenwald launched an undercover Twitter accountcalled Deplorable NYU Prof on Sept. 12 to argue against campus trends like ""safe spaces,"" ""trigger warnings"" policing Halloween costumes and other aspects of academia's growing PC culture.He chose to be anonymous, he explained in one of his first tweets, because he was afraid ""the PC Gestapo would ruin me"" if he put his name behind his conservative ideas on the famously liberal campus.The pressure is also imposed in the workplace by individual progressives, especially university-educated women, according to a new survey by Pew. According to the survey:nearly six-in-ten registered voters who back Clinton (58%) say they have a ""hard time"" respecting someone who supports Trump for president; 40% say they have ""no trouble"" with it. Nearly the opposite is true among Trump supporters, with 56% saying they have no trouble respecting someone who backs Clinton and 40% saying they do have trouble with it.The poll showed that 68 percent of Clinton's white female supporters, and 66 percent of college graduates who support Clinton, have a ""hard time"" respecting Trump's conservative supporters.The progressive pressure is being amped up by progressive leaders, including Clinton, who declared Sept. 9 that:You know, to just be grossly generalistic, you could put half of Trump's supporters into what I call the basket of deplorables. Right? The racist, sexist, homophobic, xenophobic, Islamophobic -- you name it. And unfortunately there are people like that. And he has lifted them up ... some of those folks, they are irredeemable, but thankfully they are not America.In contrast, conservative voters are far more comfortable when dealing with Clinton supporters, according to the Pew survey.Other pollsters also report evidence that Trump supporters hide from pollsters.

On the phone, Trump trails Clinton by 10 points, 54 percent to 44 percent, among voters in households which earn more than $50,000. But in online surveys, Trump leads Clinton by 1 point, 50 percent to 49 percent, among those voters.
An NYU professor crusading against political correctness and student coddling was booted from the classroom last week after his colleagues complained about his ""incivility,"" The Post has learned.
Liberal studies prof Michael Rectenwald, 57, said he was forced Wednesday to go on paid leave for the rest of the semester.
""They are actually pushing me out the door for having a different perspective,"" the academic told The Post.
Rectenwald launched an undercover Twitter accountcalled Deplorable NYU Prof on Sept. 12 to argue against campus trends like ""safe spaces,"" ""trigger warnings"" policing Halloween costumes and other aspects of academia's growing PC culture.
He chose to be anonymous, he explained in one of his first tweets, because he was afraid ""the PC Gestapo would ruin me"" if he put his name behind his conservative ideas on the famously liberal campus.var _ndnq = _ndnq || []; _ndnq.push([""embed""]);nearly six-in-ten registered voters who back Clinton (58%) say they have a ""hard time"" respecting someone who supports Trump for president; 40% say they have ""no trouble"" with it. Nearly the opposite is true among Trump supporters, with 56% saying they have no trouble respecting someone who backs Clinton and 40% saying they do have trouble with it.You know, to just be grossly generalistic, you could put half of Trump's supporters into what I call the basket of deplorables. Right? The racist, sexist, homophobic, xenophobic, Islamophobic -- you name it. And unfortunately there are people like that. And he has lifted them up ... some of those folks, they are irredeemable, but thankfully they are not America.SIGN UPA large percentage of college graduates are hiding their support for Donald Trump, according to test surveys of 309 college graduates conducted by Morning Consult. That hidden support for Trump could be providing Hillary Clinton a false, 2-point advantage in election polls, according to the polling firm's results. The public's practice of hiding support for Trump comes as the Internet's expansion helps progressives identify and penalize the professionals and other white-collar Americans who privately champion conservative policies and ideas. Even high-status professionals, such as software designer Brendan Eich, have been exposed, outed and professionally harmed in his Internet-enabled era of ""fishbowl politics"" after angering peers who are progressives. the Among the college graduates reached for the person-to-personal test, only 39 percent told pollsters they backed Trump. But Trump got 46 percent support from college graduates who participated in the online test. That means the two tests of 309 college graduates showed a 14-point switch from Clinton and Trump, so reducing an apparent 21-point support gap down to a seven-point support gap. This huge shift was repeated among the overlapping group of 388 voters who earn more than $50,000 per year. This group showed a 11-point shift away from Clinton and towards Trump. According to Morning Consult,On the phone, Trump trails Clinton by 10 points, 54 percent to 44 percent, among voters in households which earn more than $50,000. But in online surveys, Trump leads Clinton by 1 point, 50 percent to 49 percent, among those voters.This hidden support for Trump won't have a huge impact on national polls, says Morning Consult, because the 7 percent slice of college graduates only comprise 1 percent of the the nation's electorate. That two-point shift is ""notThe survey was done with Politico, which also dismissed the results, even though Politico acknowledged a real-world difference in average results from in-person polls and automatic polls. According to Politico, there is ""an emerging disparity in the public polling: Hillary Clinton leads Trump by 4 percentage points in national, live-interview phone polls, according to HuffPost Pollster's average as of Wednesday night -- but only by 2.6 points in online and automated phone polls.""The evidence of 'fishbowl politics' in national elections follows a long series of news stories about academics and other professionals being fired, stigmatized or punished for conserving ""classical liberal"" ideas about individual rights and free speech, amid progressive demands for imposed diversity, group rights and ""politically correct"" stigmatization of classical American ideas. Unlike companies, which use advertising, low prices and new products to win sales in a dog-eat-dog free market, professionals rely on friendships with other professionals to win contracts, clients and status. That makes professionals very vulnerable to threats and punishments from even a minority of their peers. Business executives at companies tend to downplay political disagreements because they tend to measure their personal success via the non-political measure of their company's collective profit-and-loss. But outside the dog-eat-dog of marketplace competition, some professionals choose to measure their success by advancing a progressive claim, especially if they have a very personal connection to the progressive claim. For example, a tenured professor at New York University was recently forced out out his job by his peers for challenging progressive hegemony at the university. According to the New York Post: "	['Clinton', 'Trump']	[]
5	5	http://www.breitbart.com/2016-presidential-race/2016/11/03/melania-trump-make-america-great-again-slogan/	Melania Trump: ‘Make America Great Again Is Not Just Some Slogan’	"SIGN UP FOR OUR NEWSLETTERMelania Trump, wife to Republican presidential candidate Donald Trump, said Thursday that her husband has been considering his bid to ""Make America Great Again"" since as long as the two have known each other.Speaking in Berwyn, Pennsylvania, Mrs. Trump told fired-up supporters that ""Make America Great Again is not just some slogan,"" but rather a sentiment that her husband has felt deeply throughout their marriage. In recent years, she said, his concern for the country grew more pressing.Melania complimented her husband's ability to ""shake things up,"" prompting one of the most enthusiastic ovations for the mother of Trump's youngest son.Watch Melania Trump's full speech here.SIGN UP"	['Trump']	[]
6	6	http://www.breitbart.com/2016-presidential-race/2016/11/03/hillary-clinton-kkk-newspaper-endorsed-donald-trump/	Hillary Clinton Tries to Smear Donald Trump with KKK Newspaper	"Democratic presidential nominee Hillary Clinton told voters in North Carolina that Donald Trump was endorsed by the Klu Klux Klan newspaper, even though the Republican presidential nominee's campaign has denounced it.SIGN UP FOR OUR NEWSLETTER""A few days ago Donald Trump was endorsed by the official newspaper of the Klu Klux Klan,"" Clinton said during a rally in Winterville, North Carolina on Thursday.She specified that the Klan repeated Trump's ""Make America Great Again"" slogan while endorsing Trump.""They said it is about preserving white identity and they placed their trust and hope in him,"" Clinton said.But Trump's campaign denounced the endorsement in a statement released Thursday:Mr. Trump and the campaign denounces hate in any form. This publication is repulsive and their views do not represent the tens of millions of Americans who are uniting behind our campaign.Clinton accused Trump's campaign of ""offering dog whistles to his most hateful supporters.""""He retweets white supremacists and spreads racially-tinged conspiracy theories,"" she said.The author of the Pro-Trump article in the newspaper has denied that it is an endorsement, according to the Washington Post.""It's not an endorsement because, like anybody, there's things you disagree with,"" he said.Later in her speech, Clinton noted disapprovingly that Trump was trying to divide Americans instead of bring them together.""I don't believe we're at our best when we stoke fear about each other,"" she said.She specifically referred to a black church in Mississippi that had a pro-Trump slogan painted on it before it was set on fire, a crime that is still under investigation.""People painted 'vote Trump' on the side and then they set it on fire,"" she said. ""Who would do that to a house of worship?""SIGN UP"	['Clinton', 'Trump']	[]
7	7	http://www.breitbart.com/big-government/2016/11/03/wikileaks-speechwriter-warned-hillary-not-push-gun-control-day-san-bernardino/	WikiLeaks: Speechwriter Warned Hillary Clinton Not to Push Gun Control Day After San Bernardino Attack	"An email contained in the WikiLeaks Podesta email release shows Hillary Clinton speechwriter Dan Schwerin warned that Clinton looked ""behind the curve"" by pushing gun control for what proved to be a terror attack in San Bernardino, California.SIGN UP FOR OUR NEWSLETTERSchwerin sent the email on December 3, 2015, the day after Syed Farook and Tashfeen Malik used firearms to kill 14 co-workers as they sat defenseless in a gun-free San Bernardino County building. A suspicion of terrorism was immediate, and that suspicion was only strengthened by the evidence discovered and reported each passing hour.On the morning of December 3, Schwerin wrote, ""For the town hall topper this afternoon, I think we should drop all gun references. The story is moving more and more toward terrorism and it seems like by riffing on guns just now she looked a little behind the curve.""Of course, this did not mean that Clinton's campaign opposed using a terror attack to push gun control. Rather, Schwerin was stressing that Clinton looked like she did not understand what was happening; she appeared to have missed the terror aspect of the attack.Just days after Schwerin's email, the Clinton campaign reworked the San Bernardino gun control approach, placing references to gun control in a speech about defeating the Islamic State (ISIS). The speech references, also contained in an email released by WikiLeaks, revolved around expanding background checks to include the no-fly list and/or terror watch lists. It contained the quote, ""If you're too dangerous to fly in America, you are too dangerous to buy a gun in America.""Notably, neither San Bernardino attacker was on a watch list of any kind, so Clinton's gun control suggestion would have done nothing to prevent or even hinder the attack.AWR Hawkins is the Second Amendment columnist for Breitbart News and host of ""Bullets with AWR Hawkins,"" a Breitbart News podcast. He is also the political analyst for Armed American Radio. Follow him on Twitter: @AWRHawkins. Reach him directly at awrhawkins@breitbart.com.SIGN UP"	['Clinton']	['guns']
8	8	http://www.breitbart.com/big-government/2016/11/03/meet-epic-trump-guy-brought-rally-standstill/	Meet ‘Epic Trump Guy,’ Who Brought Rally to a Standstill	"CONCORD, North Carolina -- Republican presidential nominee Donald Trump is a commanding presence onstage, but at a rally in the Cabarrus Arena, he was upstaged by a man from the audience yelling, ""Truuuump!""SIGN UP FOR OUR NEWSLETTER""George,"" who told Breitbart News that he is originally from Queens, perched on the police barrier dividing the media tent from the main audience, which police estimated at 3,000 to 4,000 people.At seemingly random moments in the rally, he would shout ""Truuuump!"" at the top of his lungs, and his voice boomed throughout the hall.He also alternated shouts, including ""Trump for President!"", ""We love you, Trump!"", and ""Lock her up!""At one point, he also yelled: ""Italians for Trump!""Donald Trump acknowledged him from the stage, and several others who copied him, praising the ""good crowd.""The Secret Service paid him a brief visit, as did local police, and told him to calm down.Epic Trump Guy, as he will henceforth certainly be known, shared greetings with a young man named Jimbo Allen, of Salisbury, North Carolina, who came dressed in a homemade T-shirt that read: ""It's time to grab America by the P**** and Make it great again!""Rally organizers confiscated Jimbo's shirt and said they'd give it back afterwards. #Trump #Concord #NorthCarolina pic.twitter.com/iWAAOwgr0j-- Joel B. Pollak (@joelpollak) November 3, 2016Jumbo, a licensed electrician, told Breitbart News that he was indeed a real Trump supporter and not a plant. ""I'm making fun of the 'what guys say' kind of talk,"" he said. ""Most guys I know talk that way.""He credited his girlfriend with making the shirt.Rally organizers thought less of the stunt, and asked him to remove the T-shirt, agreeing to return it afterwards.Both Jimbo and Epic Trump Guy attracted the immediate attention of the press, particularly the overseas media.Other attendees came in costume, with several dressed as their own version of Uncle Sam.Trump delivered his stump speech, with a new tagline he used at earlier rallies Thursday: ""We are five days away from the change you've been waiting for your entire life.""There were other noteworthy signs at the rally. One, ""Democrats for Trump,"" was held up by three religious Jews on the bleachers directly behind Trump.Another, higher up in the stands, read ""Blacks for Trump.""Joel B. Pollak is Senior Editor-at-Large at Breitbart News. His new book, See No Evil: 19 Hard Truths the Left Can't Handle, is available from Regnery through Amazon. Follow him on Twitter at @joelpollak.
Rally organizers confiscated Jimbo's shirt and said they'd give it back afterwards. #Trump #Concord #NorthCarolina pic.twitter.com/iWAAOwgr0j
-- Joel B. Pollak (@joelpollak) November 3, 2016SIGN UP"	['Trump']	[]
9	9	http://www.breitbart.com/big-government/2016/11/03/homeless-population-new-york-city-reaches-time-high/	Homeless Population in New York City Reaches All-Time High	"The homeless population in New York City has reached an all-time high.SIGN UP FOR OUR NEWSLETTERNew York City's Department of Homeless Services said 60,252 people remain homeless, up 200 in two weeks, CBS New York reports.""It's definitely something that we cannot stand for as a city,"" NYC Council Speaker Melissa Mark Viverito said.Viverto told CBS New York that one possible way to solve this problem in the city would be to expand the Living in Communities (LINC) voucher program, a program that gives money to those in homeless shelters to spend on more permanent housing options.  But some landlords might be hesitant to participate in the program.""I think the challenge that we've seen with the current voucher program, subsidy program, the LINC program, is for a very short period of time, there may be some hesitancy by landlords to engage with the city on it,"" she said.Viverto is not the only city official to comment on this disturbing trend in New York City.Comptroller Scott Stringer called the lack of child care at city shelters a ""tragedy for the city.""Former NYC Council Speaker Christine Quinn, who now runs a program for the homeless called ""WIN,"" called on the city to create a position that would be in charge of finding permanent housing options for the homeless.Mayor Bill de Blasio insists that solutions are coming. ""Some of the biggest tools, weapons, we have to address homelessness are on the way,"" he said in response to a question about the issue. ""There's a lot more coming, and we intend to turn the tide, but it's going to be a long battle.""So far, the mayor's office is working on a new initiative that would require 25 percent of the apartments built under a tax exemption plan to be set aside for the homeless.But the mayor's office declined to give any more specifics, saying more plans are in the works, but there is ""nothing that can be shared yet.""SIGN UP"	[]	[]
