	Unnamed: 0	Link	Title	Text	Terms	Topics
0	0	http://www.breitbart.com/big-government/2016/11/02/ar-15-sales-ruger-firearm-earnings-skyrocket-last-part-election-cycle/	AR-15 Sales, Ruger Firearm Earnings Skyrocket During Last Part Of Election Cycle	"Sales of AR-15s and the earnings of Sturm, Ruger and Co. have something in common during the last portion of the current presidential election cycle: both are skyrocketing.SIGN UP FOR OUR NEWSLETTERBreitbart News spoke with AR-15 manufacturer Daniel Defense on Tuesday, and the company confirmed that demand for its rifles has greatly diminished supply. And 3TV News reports that gun stores that usually see a run on guns in general during an election season are seeing a run on AR-15s in particular this time around.For example, Veerchart Murphy, who owns Ammo AZ in Phoenix, says he ""sold three times more AR-15's in October that he did in September."" He said AR-15 sales are up ""550 percent"" over last year.In addition to the focus on AR-15s, Ruger firearms witnessed an explosion in profits. Business Insider reports Ruger's third-quarter saw ""net sales rose 34 percent year-on-year to $161.4 million."" This followed a second quarter in which Ruger CEO Michael Fifer asked ""customers and all freedom-loving Americans to take action in support of the Second Amendment.""Ruger announced that ""it would donate $2 to the National Rifle Association for every gun it sells, and would match all donations to the NRA up to $5 million until the election on November 8.""AWR Hawkins is the Second Amendment columnist for Breitbart News and host of ""Bullets with AWR Hawkins,"" a Breitbart News podcast. He is also the political analyst for Armed American Radio. Follow him on Twitter: @AWRHawkins. Reach him directly at awrhawkins@breitbart.com.SIGN UP"	[]	['guns']
1	1	http://www.breitbart.com/2016-presidential-race/2016/11/02/watch-actress-cant-say-hillary-clinton-is-honest-trustworthy-argues-with-director-over-stupid-script/	WATCH: Actress Can’t Say ‘Hillary Clinton Is Honest, Trustworthy’; Argues with Director over ‘Stupid’ Script	"A prominent anti-Hillary Clinton Super PAC released the second in a series of humorous ads appealing to millennial and women voters by taking aim at the Democratic nominee's honesty and trustworthiness.SIGN UP FOR OUR NEWSLETTEREarlier last month, the Defeat Crooked Hillary PAC released an ad depicting a young African-American actress unable to film a campaign ad calling Hillary Clinton ""honest and trustworthy.""That ad, titled ""Cut,"" garnered over half a million views online, in addition to its $350,000 ad buy in the crucial swing states of Ohio and Pennsylvania.Now the PAC has released a sequel titled ""Questions"" featuring yet another actress unable to deliver the words ""Hillary Clinton is honest and trustworthy"" with the proper inflection, culminating in an argument between her and the director.""I'm supporting Hillary Clinton because Hillary Clinton is honest and trustworthy?"" the actress says.We then hear the director off-camera shouting, ""Cut! It's not a question. It's a statement.""The actress continues to repeat the line about Clinton's honesty and trustworthiness as if it's a question and not a statement, before finally giving up and muttering, ""Stupid script.""The Defeat Crooked Hillary PAC is putting $500,000 behind the ad, which is aimed at swaying undecided voters in Florida. Like the first ad, this one appears micro-targeted at women and millennial voters in particular.The 30-second spot will air in Florida's 1-4 corridor television markets spanning from Tampa and Orlando to Daytona Beach.Hogan Gidley, the PAC's communications director, said that FBI Director James Comey's decision last week to reopen the investigation into Clinton's mishandling of classified emails while secretary of state makes this latest ad all the more timely.""On the heels of FBI Director Comey reopening the investigation into Hillary's corruption, 'questions' are exactly what voters have. That makes 'Questions' the perfect ad to run at this point in the election,"" Gidley stated.""First, digital media testing shows the ad's theme - Hillary Clinton's dishonesty and untrustworthiness - is effective at swaying male and female undecided voters away from voting for Hillary. Second, with millions of ads blanketing the airways, humor is a great way to cut through the campaign clutter and make the ad memorable. This ad accomplishes exactly that,"" he added.The PAC's strategy of targeting Clinton's honesty and trustworthiness appears to be bearing fruit. The latest Washington Post-ABC News Tracking Poll shows Republican nominee Donald Trump leading Clinton by 8 points, or 46 to 38 percent, on the issue of which candidate is ""honest and trustworthy.""SIGN UP"	['Clinton', 'Trump', 'Hogan']	[]
2	2	http://www.breitbart.com/2nd-amendment/2016/11/02/fbi-october-2016-background-checks-350000-higher-previous-october-record/	FBI: October 2016 Background Checks 350,000 Higher Than Previous October Record	"The latest figures from the FBI show that background checks for October 2016 exceeded the previous October record by more than 350,000.SIGN UP FOR OUR NEWSLETTERThe previous record was 1,976,759 background checks, set in October 2015, but the latest FBI figures show 2,333,539 checks were performed in October 2016. That is an increase of 356,780 background checks.The new record also makes October 2016 the 18th consecutive month of record background checks, thereby continuing a pattern that we have seen monthly beginning May 2015.Breitbart News reported that the number of background checks conducted in September 2016 exceeded the previous September record by nearly 200,000. Prior to that, the number of background checks performed in August exceeded the previous August record by nearly 100,000. The number of background checks performed in July 2016 exceeded the previous July record by nearly 600,000.Remember that the number of background checks conducted in a single month is not a precise indicator of the number of guns sold. This is because background checks are conducted on the buyer rather than the number of guns purchased by the buyer. This means 2,333,539 background checks for October 2016 may actually represent 4,667,078 guns sold (if every buyer purchases two guns). And if every buyer purchased three guns it means more than seven million guns would have been sold at retail in October alone.AWR Hawkins is the Second Amendment columnist for Breitbart News and host of ""Bullets with AWR Hawkins,"" a Breitbart News podcast. He is also the political analyst for Armed American Radio. Follow him on Twitter: @AWRHawkins. Reach him directly at awrhawkins@breitbart.com.SIGN UP"	[]	['guns']
3	3	http://www.breitbart.com/2016-presidential-race/2016/11/02/bernie-sanders-stumps-for-clinton-in-new-hampshire-where-trump-leads/	Bernie Sanders Stumps for Hillary Clinton in New Hampshire, Where Trump Leads	"Sen. Bernie Sanders of Vermont is working for Hillary Clinton in New England.SIGN UP FOR OUR NEWSLETTERIn New Hampshire -- where a recent poll shows Donald Trump leads -- and Maine, where Trump is bidding for at least one electoral vote, Sanders urges undecided citizens to ""get out the vote"" and save Clinton's campaign.""This has been an ugly and distasteful campaign and people cannot wait for it to be over,"" Sanders told the crowd at Plymouth State University in New Hampshire. ""This campaign is not about Hillary Clinton or Donald Trump, believe it or not,"" Sanders said. ""Shock of all shocks, this campaign is about you,"" he said.Sanders, who had strong support from millennials in the primary, is trying to help Clinton among that demographic. He was also stumping for Maggie Hassan, New Hampshire's Democratic governor and a candidate for U.S. Senate.""I don't want to make you all nervous here in New Hampshire, but you have a lot of responsibility on your shoulders,"" he said. ""You are a battleground state, and the future of this country may rest on your four electoral votes for president and on who you elect for the United States Senate.""He discussed the same talking points he had pushed during his own candidacy, including free college tuition, a living wage, and waging a war against the top one percent.Following his talk at Plymouth State University, Sanders addressed another crowd at Dartmouth College in Hanover, before ending the day with a third rally in Portland, Maine.The rallies are part of Sanders's planned coast-to-coast trip that will take him through 12 states and end in California.Sanders also held a ""Get Out the Vote"" rally in Portland, Maine Tuesday evening; a state where Clinton and Trump are in a statistical tie. Maine splits its 4 electoral votes based on the state's two congressional districts. The winner of the first district wins three electoral votes, while the winner of the second district wins one electoral vote.""Hillary Clinton will win Maine if there is a high voter turnout, she will lose if there's low voter turnout,"" Sanders said at Deering High School, a phrase he has spoken several times before. He added, ""those four electoral votes could literally make the difference as to who the next president of the United States is.""Sanders also reached out to blue collar workers -- a demographic Trump has done well with -- and attempted to convicne them that Clinton will help bring back jobs they've lost as a result of outsourcing and mill closures; a point Trump has laid out a plan for achieveing as president.""We can make America safer, and more productive,"" and ""create many millions of good-paying jobs by rebuilding our crumbling infrastructure,"" Sanders said. ""That is what Hillary Clinton wants to do. That is what we must do.""Sanders won Maine by nearly 30 percentage points during the Democratic caucuses against Clinton back in March.A newly released Los Angeles Times tracking poll has Trump leading Clinton by 5.4 percent.Follow Adelle Nazarian on Twitter and Periscope @AdelleNazSIGN UP@AdelleNaz"	['Sanders', 'Clinton', 'Trump']	[]
4	4	http://www.breitbart.com/big-government/2016/11/02/bernie-sanders-supporter-trump-rally-florida-hes-people/	Bernie Sanders Supporter at Trump Rally in Florida: He’s ‘For the People’	"MIAMI, Florida -- Jessica Mion of Miami arrived at Wednesday's sweltering noonday rally for Republican presidential nominee Donald Trump wearing a ""Feel the Bern"" hat and a ""Make America Great Again"" tank top.SIGN UP FOR OUR NEWSLETTERSo what was the Bernie Sanders supporter doing at the rally?""I should be the last person to vote for Donald Trump,"" she told Breitbart News.""I'm a legal immigrant, I'm female, I'm Hispanic, I'm a Bernie supporter.""The way that I see it is that Bernie was running for the people, and so is Trump. They're populists. That resonates with me.""Trump and Bernie care about people, instead of enriching themselves and their donors.""
Asked if Sanders's decision to support Hillary Clinton carried any weight with her, she answered:""Not at all. I feel like he was coerced into supporting her. I believe he was beaten into submission, beaten into supporting her.""I could not, in good conscience, vote for Hillary Clinton and sleep at night,"" she concluded.
Her boyfriend, Enzo, said that he had supported Trump from the beginning, because he ""wasn't a politician.""He predicted that Trump would win the Sunshine State.""I'm Cuban-American, and the narrative that Hispanics are voting for Clinton isn't true. All the Cubans I know who are Democrats -- including my parents' friends -- are all for Trump.""People who are voting for Hillary Clinton just don't like Trump, but they aren't enthusiastic."" He speculated that reluctant Hillary Clinton supporters might not turn out at all.
Over 4,200 turned out for the rally at Miami's Bayfront Park Amphitheater, the first of four stops for the Trump campaign in Florida over 24 hours, including Orlando, Pensacola, and Jacksonville.Joel B. Pollak is Senior Editor-at-Large at Breitbart News. His new book, See No Evil: 19 Hard Truths the Left Can't Handle, is available from Regnery through Amazon. Follow him on Twitter at @joelpollak.SIGN UP"	['Sanders', 'Clinton', 'Trump']	[]
5	5	http://www.breitbart.com/big-journalism/2016/11/02/law-expert-donna-brazile-clinton-campaign-may-committed-federal-crime/	Law Expert: Donna Brazile, Clinton Campaign May Have Committed a Federal Crime	"Interim DNC chairwoman and disgraced former CNN commentator Donna Brazile's decision to hand Hillary Clinton's presidential campaign confidential questions in advance of the March primary debate may have been a violation of federal law, according to a former federal prosecutor.SIGN UP FOR OUR NEWSLETTER""Stealing valuable proprietary confidential information is illegal, and debate questions are highly confidential,"" Ken Sukhia, who served as United States Attorney for North Florida and who has prosecuted numerous white collar crimes, told Breitbart News.""Presidential debate questions are extremely valuable and they are kept highly confidential before debates. If candidates could legally purchase the questions in advance, they would surely pay a small fortune,"" Sukhia continued. ""Federal law not only prohibits misappropriating valuable confidential information, it also makes it a crime for anyone to knowingly receive such misappropriated information.""""A violation of the law carries a sentence of up to 10 years in Federal prison and a $5,000,000 fine,"" Sukhia said.WikiLeaks published an email Monday from Brazile uncovered in the hack of Clinton presidential campaign Chairman John Podesta's email account. With the subject line that read, ""One of the questions directed to HRC tomorrow is from a woman with a rash,"" the email shows Brazile tipping off Podesta and Clinton communications director Jennifer Palmieri ahead of the March CNN primary debate.""Her family has lead poison and she will ask what, if anything, will Hillary do as president to help the ppl of Flint,"" Brazile wrote. ""Folks, I did a service project today. It's so tragic. And what's worse, some homes have not been tested and it's important to encourage seniors to also get tested.""A day later, as Breitbart News previously reported, the CNN town hall debate between Senator Bernie Sanders and Clinton included a question from a woman in the audience:After my family, the city of Flint and the children in D.C. were poisoned by lead, will you make a personal promise to me right now that, as president, in your first 100 days in office, you will make it a requirement that all public water systems must remove all lead service lines throughout the entire United States, and notification made to the -- the citizens that have said service lines.""If someone misappropriated confidential debate questions intended to be held in secrecy by a network and then passed them on to another who knew or had reason to believe they were improperly obtained, both parties could face criminal prosecution under federal law, 18 United States Code SS1832,"" Sukhia said.Brazile, a longtime Clinton confidant, has since resigned in disgrace as a CNN contributor. The Network said Brazile was never given ""access to any questions, prep material, attendee list, background information or meetings in advance of a town hall or debate,"" adding, ""We are completely uncomfortable with what we have learned about her interactions with the Clinton campaign while she was a CNN contributor.""In a Tuesday editorial meeting, CNN president Jeff Zucker reportedly called Brazile's collusion with the Clinton campaign ""unethical"" and ""disgusting.""Follow Jerome Hudson on Twitter: @jeromeehudsonAfter my family, the city of Flint and the children in D.C. were poisoned by lead, will you make a personal promise to me right now that, as president, in your first 100 days in office, you will make it a requirement that all public water systems must remove all lead service lines throughout the entire United States, and notification made to the -- the citizens that have said service lines.SIGN UP"	['Sanders', 'Hudson', 'Clinton']	[]
6	6	http://www.breitbart.com/2016-presidential-race/2016/11/02/de-blasio-we-wont-tolerate-any-voter-intimidation-from-trump-supporters/	De Blasio: “We Won’t Tolerate Any Voter Intimidation” from Trump Supporters	"During the monthly crime stats press conference on Tuesday, New York City Mayor Bill de Blasio told reporters the city ""won't tolerate any voter intimidation"" in regards to Donald Trump asking his supporters in becoming poll watchers on Election Day.SIGN UP FOR OUR NEWSLETTER""We won't tolerate any voter intimidation,"" de Blasio answered during the Q&A segment when asked about the ""precautions in place to limit any voter intimidation.""""Our officers are prepared if there is any systematic effort to disrupt it.""Trump has warned about the issue of voter fraud across the country. At the final presidential debate, Trump cited  a recent 2012 Pew Center research that found that 24 million voter registrations are no longer valid, with 1.8 million deceased individuals are still registered as active voter in the roll book and about 3 million registrations are registered in more than one state.The issue of voter fraud became a center focus in New York City when a Democrat Board of Elections Commissioner Alan Schulman was caught in an undercover recording by Project Veritas describing the type of voter fraud occurring -- from de Blasio municipal ID program is not verified properly and contributes to election fraud, as well as organizations bus people around to vote at multiple voting sites in minority communities. De Blasio blasted Schulman assertions about voter fraud and called for his resignation.""What he said was entirely inappropriate and unfair and absolutely the reverse of what someone should be saying on the Board of Elections. He should really step down,"" de Blasio said. ""There's been no concerns to speak of about fraud. This is just urban legend that there's a fraud problem. He's supposed to be guaranteeing maximum voter participation, and his statements and his values obviously indicate he's not trying to do that.""Regarding protocols on Election Day, the NYPD Chief Terry Monahan noted the 1,205 polling sites in all five boroughs will have a police officer specifically assigned to the site. Monahan added if any issues arises, NYPD officers are expected to either call and work with the Board of Election appointed inspectors and NYPD Legal Bureau to determine the ""course of action to take.""With Tuesday's election along with both candidates expecting to hold their election night event in New York City, the NYPD is preparing to beef up security for the long day. The NYPD will publicly discuss the details for Tuesday at a special news conference this week.SIGN UP""We won't tolerate any voter intimidation,"" de Blasio answered during the Q&A segment when asked about the ""precautions in place to limit any voter intimidation.""""Our officers are prepared if there is any systematic effort to disrupt it.""Trump has warned about the issue of voter fraud across the country. At the final presidential debate, Trump cited  a recent 2012 Pew Center research that found that 24 million voter registrations are no longer valid, with 1.8 million deceased individuals are still registered as active voter in the roll book and about 3 million registrations are registered in more than one state.The issue of voter fraud became a center focus in New York City when a Democrat Board of Elections Commissioner Alan Schulman was caught in an undercover recording by Project Veritas describing the type of voter fraud occurring -- from de Blasio municipal ID program is not verified properly and contributes to election fraud, as well as organizations bus people around to vote at multiple voting sites in minority communities. De Blasio blasted Schulman assertions about voter fraud and called for his resignation.""What he said was entirely inappropriate and unfair and absolutely the reverse of what someone should be saying on the Board of Elections. He should really step down,"" de Blasio said. ""There's been no concerns to speak of about fraud. This is just urban legend that there's a fraud problem. He's supposed to be guaranteeing maximum voter participation, and his statements and his values obviously indicate he's not trying to do that.""Regarding protocols on Election Day, the NYPD Chief Terry Monahan noted the 1,205 polling sites in all five boroughs will have a police officer specifically assigned to the site. Monahan added if any issues arises, NYPD officers are expected to either call and work with the Board of Election appointed inspectors and NYPD Legal Bureau to determine the ""course of action to take.""With Tuesday's election along with both candidates expecting to hold their election night event in New York City, the NYPD is preparing to beef up security for the long day. The NYPD will publicly discuss the details for Tuesday at a special news conference this week."	['Trump']	[]
7	7	http://www.breitbart.com/big-government/2016/11/02/exclusive-video-broaddrick-willey-jones-praise-hero-drudge-breitbart-slam-mainstream-media/	EXCLUSIVE VIDEO: Broaddrick, Willey, Jones Praise ‘Hero’ Drudge, Slam Mainstream Media	"In an exclusive video interview recently recorded at the presidential suite of the historic Watergate Hotel, the victims of Bill Clinton's alleged sexual assaults - Juanita Broaddrick, Kathleen Willey, and Paula Jones - blasted the mainstream news media while praising Matt Drudge of the Drudge Report, as well as Breitbart News for fairly reporting on their stories.SIGN UP FOR OUR NEWSLETTERWatch the video below:The women recalled how Drudge on January 17, 1998 broke the story alleging Newsweek was sitting on a bombshell news item that White House intern Monica Lewinsky was having an affair with President Clinton.Stated Broaddrick: ""Drudge was my hero. Absolutely my hero during all of that time. I could go to Drudge and know what was going on or you could go to the mainstream media, which Drudge now is. I mean they blasted him. This man stood up for us. Matt Drudge is our hero."" Willey and Jones expressed agreement.""And Aaron, you have been very fair to us,"" added Willey. ""And you have told our stories and been very fair and allowed us to talk and tell our stories and that means a lot to us. Not a lot of people in the media today who want to hear our stories. Mainstream media does not want to hear our stories.""""No, they are saying crawl back in the woodwork where you belong,"" stated Broaddrick.""Exactly. You are just women,"" continued Willey, referring to what she said was the media's poor treatment of Clinton's sexual assault accusers. ""And you are bimbos. And you are trailer trash. And you are sluts. And nobody cares what you have to say.""""You do not matter,"" stated Broaddrick. ""Go back where you were.""The three women made the statements during an until now unreleased section of an extensive video interview recorded last month.Willey's words about the media allegedly calling Clinton's female accusers ""sluts"" were recorded weeks before ""The View"" host Joy Behar landed in hot water by seemingly referring to Clinton's accusers as ""tramps.""""I want to apologize,"" Baher said earlier this month, the day after she made the controversial comments. ""I never, ever intend to belittle sexual assault and the women who are victims of it ever... I made a joke... I'm sorry.""Baher made the remarks in question during a discussion about Donald Trump bringing Willey and two other Clinton sexual assault accusers, Juanita Broaddrick and Paula Jones, to the second presidential debate earlier this month.Fox News reported on the televised conversation:""The View"" host Sunny Hostin suggested that Hillary Clinton may have missed an opportunity to address the controversy during the second presidential debate.""This is the thing though... If a woman sleeps with your husband, you're not going to necessarily embrace them... That's why when he brought up these allegations, I wonder if she missed the opportunity to address it in a way that the public would understand..."" Hostin mused.Behar disagreed, joking that there wasn't much Hillary Clinton could say to the women.Behar suggested the Democratic nominee could say: "" 'I would like to apologize to those tramps that have slept with my husband.' Maybe she could have said that.""Aaron Klein is Breitbart's Jerusalem bureau chief and senior investigative reporter. He is a New York Times bestselling author and hosts the popular weekend talk radio program, ""Aaron Klein Investigative Radio."" Follow him on Twitter @AaronKleinShow. Follow him on Facebook.SIGN UPAaron Klein is Breitbart's Jerusalem bureau chief and senior investigative reporter. He is a New York Times bestselling author and hosts the popular weekend talk radio program, "" "	['Jones', 'Clinton', 'Trump']	[]
8	8	http://www.breitbart.com/2016-presidential-race/2016/11/02/crunch-time-trump-clinton-surrogates-visit-key-battleground-states/	Crunch Time: Trump, Clinton Surrogates Visit Key Battleground States	Both Donald Trump and Hillary Clinton are deploying surrogates to key battleground states, with the election in less than one week.SIGN UP FOR OUR NEWSLETTERDonald Trump Jr. campaigned in Iowa and Ohio on Tuesday while Eric Trump was in Florida. Former New York City Mayor Rudy Giuliani campaigned in Wisconsin while Sen. Jeff Sessions (R-AL) spent time in Florida. Dr. Ben Carson campaigned on behalf of Trump in Pennsylvania. They will all continue to swing through key battleground states Wednesday, Thursday and Friday.Trump's daughters, Ivanka and Tiffany, as well as his daughter-in-law Laura, will continue to campaign throughout the week in several of the swing states including Michigan, Ohio, New Hampshire and Pennsylvania.Newt Gingrich is also planning to stump for Trump in Colorado and Nevada.Trump's wife Melania will campaign Thursday in Pennsylvania.Donald Trump is holding three campaign rallies on Wednesday in Florida.Hillary Clinton is also deploying her family and surrogates across the country.Clinton will campaign in Nevada on Wednesday. Bill Clinton will make stops throughout the Hawk-eye state.President Obama is campaigning for Clinton in North Carolina, while Vice President Joe Biden stumps for her in Florida. Chelsea Clinton is campaigning for her mother in Wisconsin and Anne Holton will spend time in Ohio for Clinton.SIGN UP	['Carson', 'Clinton', 'Trump', 'Obama']	[]
9	9	http://www.breitbart.com/2016-presidential-race/2016/11/02/obama-reacts-renewed-fbi-investigation-dont-operate-innuendo/	Obama Reacts to FBI Investigation: ‘We Don’t Operate On Innuendo’	"President Barack Obama seems critical of FBI Director James Comey for sending a letter to Congress informing it that the investigation of Hillary Clinton's private email server remains open.SIGN UP FOR OUR NEWSLETTERIn an interview with Now This News, Obama explained that he tried to avoid ""meddling"" in the ongoing investigations and was careful not to name Comey specifically.We spoke with President Obama about the FBI's recent investigation into emails related to Hillary Clinton pic.twitter.com/3ivMp2TfVi-- NowThis (@nowthisnews) November 2, 2016""I do think that there is a norm that when there are investigations, we don't operate on innuendo,"" Obama said. ""We don't operate on incomplete information. We don't operate on leaks. We operate based on concrete decisions that are made.""Obama defended Clinton, arguing that nothing had been found to incriminate her so far.""When this was investigated thoroughly the last time, the conclusion of the FBI, the conclusion of the Justice Department, the conclusion of repeated Congressional investigations was that, you know, she made some mistakes but that there wasn't anything there that was, you know, prosecutable,"" Obama said.We spoke with President Obama about the FBI's recent investigation into emails related to Hillary Clinton pic.twitter.com/3ivMp2TfVi
-- NowThis (@nowthisnews) November 2, 2016SIGN UP"	['Clinton', 'Obama']	[]
